"TaxId","Project_Id","Project_Acc","Sort_By_ProjectType","Sort_By_DataType","Sort_By_Organism","Project_Subtype","Project_Target_Scope","Registration_Date","Project_Name","Project_Title","Project_Description","Organism_Name","Organism_Strain","Organism_Label","Sequencing_Status","Submitter_Organization"
1354119,211704,"PRJNA211704",305959,311116,207982,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020179","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020179","MAL020179","Unknown","Scaffolds","Broad Institute"
1354120,211705,"PRJNA211705",305958,311115,207983,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020181","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020181","MAL020181","Unknown","Scaffolds","Broad Institute"
1354121,211706,"PRJNA211706",305957,311114,207984,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020182","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020182","MAL020182","Unknown","Scaffolds","Broad Institute"
1354189,211707,"PRJNA211707",305956,311113,209259,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis variant africanum MAL020185","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis variant africanum MAL020185","MAL020185","Unknown","Scaffolds","Broad Institute"
1354101,211708,"PRJNA211708",305955,311112,207985,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020186","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020186","MAL020186","Unknown","Scaffolds","Broad Institute"
1354102,211709,"PRJNA211709",305954,311111,207986,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020187","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020187","MAL020187","Unknown","Scaffolds","Broad Institute"
1354103,211710,"PRJNA211710",305953,311110,207987,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020192","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020192","MAL020192","Unknown","Scaffolds","Broad Institute"
1354104,211711,"PRJNA211711",305952,311109,209260,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis variant africanum MAL020193","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis variant africanum MAL020193","MAL020193","Unknown","Scaffolds","Broad Institute"
1354105,211712,"PRJNA211712",305951,311108,207988,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020194","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020194","MAL020194","Unknown","Scaffolds","Broad Institute"
1354106,211713,"PRJNA211713",305950,311107,207989,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020195","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020195","MAL020195","Unknown","Scaffolds","Broad Institute"
1354107,211714,"PRJNA211714",305949,311106,207990,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020196","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020196","MAL020196","Unknown","Scaffolds","Broad Institute"
1354108,211715,"PRJNA211715",305948,311105,207991,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020197","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020197","MAL020197","Unknown","Scaffolds","Broad Institute"
1354109,211716,"PRJNA211716",305947,311104,207992,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020199","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020199","MAL020199","Unknown","Scaffolds","Broad Institute"
1354110,211717,"PRJNA211717",305946,311103,207993,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020200","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020200","MAL020200","Unknown","Scaffolds","Broad Institute"
1354111,211718,"PRJNA211718",305945,311102,207994,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020201","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020201","MAL020201","Unknown","Scaffolds","Broad Institute"
1354112,211719,"PRJNA211719",305944,311101,207995,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020202","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020202","MAL020202","Unknown","Scaffolds","Broad Institute"
1354114,211721,"PRJNA211721",305942,311099,207997,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020206","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020206","MAL020206","Unknown","Scaffolds","Broad Institute"
1354115,211722,"PRJNA211722",305941,311098,207998,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020208","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020208","MAL020208","Unknown","Scaffolds","Broad Institute"
1354116,211723,"PRJNA211723",305940,311097,207999,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020209","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020209","MAL020209","Unknown","Scaffolds","Broad Institute"
1354117,211724,"PRJNA211724",305939,311096,208000,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis MAL020211","TB-ARC - Mali","TB-ARC - Mali","Mycobacterium tuberculosis MAL020211","MAL020211","Unknown","Scaffolds","Broad Institute"
395095,218188,"PRJNA218188",300906,306386,208351,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis str. Haarlem","TB-ARC - Development","TB-ARC - Development","Mycobacterium tuberculosis str. Haarlem","Haarlem","missing","Scaffolds","Broad Institute"
83332,218189,"PRJNA218189",300905,306385,207571,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis H37Rv","TB-ARC - Development","TB-ARC - Development","Mycobacterium tuberculosis H37Rv","H37Rv","missing","Scaffolds","Broad Institute"
336982,218190,"PRJNA218190",300904,306384,207467,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis F11","TB-ARC - Development","TB-ARC - Development","Mycobacterium tuberculosis F11","F11","missing","Scaffolds","Broad Institute"
668349,218191,"PRJNA218191",300903,306383,208384,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis T67","TB-ARC - Development","TB-ARC - Development","Mycobacterium tuberculosis T67","T67","missing","Scaffolds","Broad Institute"
1402583,221501,"PRJNA221501",298673,304249,208201,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-1","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-1","OFXR-1","Unknown","Scaffolds","Broad Institute"
1402584,221502,"PRJNA221502",298672,304248,208230,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-6","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-6","OFXR-6","Unknown","Scaffolds","Broad Institute"
1402585,221503,"PRJNA221503",298671,304247,208232,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-8","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-8","OFXR-8","Unknown","Scaffolds","Broad Institute"
1402587,221505,"PRJNA221505",298669,304245,208209,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-17","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-17","OFXR-17","Unknown","Scaffolds","Broad Institute"
1402588,221506,"PRJNA221506",298668,304244,208210,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-18","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-18","OFXR-18","missing","Scaffolds","Broad Institute"
1402589,221507,"PRJNA221507",298667,304243,208211,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-19","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-19","OFXR-19","missing","Scaffolds","Broad Institute"
1402590,221508,"PRJNA221508",298666,304242,208213,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-20","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-20","OFXR-20","missing","Scaffolds","Broad Institute"
1402591,221509,"PRJNA221509",298665,304241,208214,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-21","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-21","OFXR-21","missing","Scaffolds","Broad Institute"
1402592,221510,"PRJNA221510",298664,304240,208215,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-22","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-22","OFXR-22","missing","Scaffolds","Broad Institute"
1402593,221511,"PRJNA221511",298663,304239,208216,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-23","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-23","OFXR-23","missing","Scaffolds","Broad Institute"
1402595,221513,"PRJNA221513",298661,304237,208218,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-25","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-25","OFXR-25","missing","Scaffolds","Broad Institute"
1402596,221514,"PRJNA221514",298660,304236,208219,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-26","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-26","OFXR-26","missing","Scaffolds","Broad Institute"
1402597,221515,"PRJNA221515",298659,304235,208220,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-27","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-27","OFXR-27","missing","Scaffolds","Broad Institute"
1402598,221516,"PRJNA221516",298658,304234,208222,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-29","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-29","OFXR-29","missing","Scaffolds","Broad Institute"
1402599,221517,"PRJNA221517",298657,304233,208224,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-30","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-30","OFXR-30","missing","Scaffolds","Broad Institute"
1402600,221518,"PRJNA221518",298656,304232,208225,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-31","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-31","OFXR-31","missing","Scaffolds","Broad Institute"
1402601,221519,"PRJNA221519",298655,304231,208226,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-32","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-32","OFXR-32","missing","Scaffolds","Broad Institute"
1402602,221520,"PRJNA221520",298654,304230,208227,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis OFXR-33","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis OFXR-33","OFXR-33","missing","Scaffolds","Broad Institute"
652616,221521,"PRJNA221521",298653,304229,208346,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis str. Erdman = ATCC 35801","TB-ARC - Taiwan","TB-ARC - Taiwan","Mycobacterium tuberculosis str. Erdman = ATCC 35801","Erdman","missing","Scaffolds","Broad Institute"
1408918,223550,"PRJNA223550",297275,303017,209142,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0030","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0030","UT0030","missing","Scaffolds","Broad Institute"
1408919,223551,"PRJNA223551",297274,303016,209145,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0034","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0034","UT0034","missing","Scaffolds","Broad Institute"
1408920,223552,"PRJNA223552",297273,303015,209147,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0036","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0036","UT0036","missing","Scaffolds","Broad Institute"
1408921,223553,"PRJNA223553",297272,303014,209148,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0037","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0037","UT0037","missing","Scaffolds","Broad Institute"
1408922,223554,"PRJNA223554",297271,303013,209149,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0038","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0038","UT0038","missing","Scaffolds","Broad Institute"
1408923,223555,"PRJNA223555",297270,303012,209150,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0040","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0040","UT0040","missing","Scaffolds","Broad Institute"
1408924,223556,"PRJNA223556",297269,303011,209151,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0041","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0041","UT0041","missing","Scaffolds","Broad Institute"
1408925,223557,"PRJNA223557",297268,303010,209153,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0044","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0044","UT0044","missing","Scaffolds","Broad Institute"
1408926,223558,"PRJNA223558",297267,303009,209154,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0045","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0045","UT0045","missing","Scaffolds","Broad Institute"
1408928,223560,"PRJNA223560",297265,303007,209157,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0048","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0048","UT0048","missing","Scaffolds","Broad Institute"
1408929,223561,"PRJNA223561",297264,303006,209159,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0050","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0050","UT0050","missing","Scaffolds","Broad Institute"
1408930,223562,"PRJNA223562",297263,303005,209160,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0051","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0051","UT0051","missing","Scaffolds","Broad Institute"
1408931,223563,"PRJNA223563",297262,303004,209161,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0052","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0052","UT0052","missing","Scaffolds","Broad Institute"
1408932,223564,"PRJNA223564",297261,303003,209162,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0053","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0053","UT0053","missing","Scaffolds","Broad Institute"
1408933,223565,"PRJNA223565",297260,303002,209164,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0055","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0055","UT0055","missing","Scaffolds","Broad Institute"
1408934,223566,"PRJNA223566",297259,303001,209165,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0056","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0056","UT0056","missing","Scaffolds","Broad Institute"
1408935,223567,"PRJNA223567",297258,303000,209166,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0057","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0057","UT0057","missing","Scaffolds","Broad Institute"
1408936,223568,"PRJNA223568",297257,302999,209167,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0058","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0058","UT0058","missing","Scaffolds","Broad Institute"
1408937,223569,"PRJNA223569",297256,302998,209168,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0059","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0059","UT0059","missing","Scaffolds","Broad Institute"
1408938,223570,"PRJNA223570",297255,302997,209169,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0060","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0060","UT0060","missing","Scaffolds","Broad Institute"
1408939,223571,"PRJNA223571",297254,302996,209172,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0067","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0067","UT0067","missing","Scaffolds","Broad Institute"
1408940,223572,"PRJNA223572",297253,302995,209173,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0069","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0069","UT0069","missing","Scaffolds","Broad Institute"
1408941,223573,"PRJNA223573",297252,302994,209174,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0070","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0070","UT0070","missing","Scaffolds","Broad Institute"
1408942,223574,"PRJNA223574",297251,302993,209175,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0071","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0071","UT0071","missing","Scaffolds","Broad Institute"
1408944,223576,"PRJNA223576",297249,302991,209180,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0077","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0077","UT0077","missing","Scaffolds","Broad Institute"
1408945,223577,"PRJNA223577",297248,302990,209182,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0079","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0079","UT0079","missing","Scaffolds","Broad Institute"
1408946,223578,"PRJNA223578",297247,302989,209183,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0080","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0080","UT0080","missing","Scaffolds","Broad Institute"
1408947,223579,"PRJNA223579",297246,302988,209185,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0082","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0082","UT0082","missing","Scaffolds","Broad Institute"
1408948,223580,"PRJNA223580",297245,302987,209186,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0083","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0083","UT0083","missing","Scaffolds","Broad Institute"
1408949,223581,"PRJNA223581",297244,302986,209187,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0084","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0084","UT0084","missing","Scaffolds","Broad Institute"
1408950,223582,"PRJNA223582",297243,302985,209188,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0085","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0085","UT0085","missing","Scaffolds","Broad Institute"
1408951,223583,"PRJNA223583",297242,302984,209189,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0087","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0087","UT0087","missing","Scaffolds","Broad Institute"
1408952,223584,"PRJNA223584",297241,302983,209190,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0088","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0088","UT0088","missing","Scaffolds","Broad Institute"
1408953,223585,"PRJNA223585",297240,302982,209191,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0089","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0089","UT0089","missing","Scaffolds","Broad Institute"
1408954,223586,"PRJNA223586",297239,302981,209192,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0090","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0090","UT0090","missing","Scaffolds","Broad Institute"
1408955,223587,"PRJNA223587",297238,302980,209193,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0091","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0091","UT0091","missing","Scaffolds","Broad Institute"
1408956,223588,"PRJNA223588",297237,302979,209194,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0092","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0092","UT0092","missing","Scaffolds","Broad Institute"
1408957,223589,"PRJNA223589",297236,302978,209195,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0093","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0093","UT0093","missing","Scaffolds","Broad Institute"
1408958,223590,"PRJNA223590",297235,302977,209196,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0094","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0094","UT0094","missing","Scaffolds","Broad Institute"
1408959,223591,"PRJNA223591",297234,302976,209197,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0096","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0096","UT0096","missing","Scaffolds","Broad Institute"
1408960,223592,"PRJNA223592",297233,302975,209198,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0097","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0097","UT0097","missing","Scaffolds","Broad Institute"
1408962,223594,"PRJNA223594",297231,302973,209201,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0100","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0100","UT0100","missing","Scaffolds","Broad Institute"
1408963,223595,"PRJNA223595",297230,302972,209204,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0104","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0104","UT0104","missing","Scaffolds","Broad Institute"
1408964,223596,"PRJNA223596",297229,302971,209205,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0105","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0105","UT0105","missing","Scaffolds","Broad Institute"
1408965,223597,"PRJNA223597",297228,302970,209206,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0106","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0106","UT0106","missing","Scaffolds","Broad Institute"
1408967,223599,"PRJNA223599",297226,302968,209210,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0110","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0110","UT0110","missing","Scaffolds","Broad Institute"
1408968,223600,"PRJNA223600",297225,302967,209211,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0112","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0112","UT0112","missing","Scaffolds","Broad Institute"
1408969,223601,"PRJNA223601",297224,302966,209212,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0113","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0113","UT0113","missing","Scaffolds","Broad Institute"
1408970,223602,"PRJNA223602",297223,302965,209214,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0115","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0115","UT0115","missing","Scaffolds","Broad Institute"
1408971,223603,"PRJNA223603",297222,302964,209215,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0116","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0116","UT0116","missing","Scaffolds","Broad Institute"
1408973,223605,"PRJNA223605",297220,302962,209221,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0123","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0123","UT0123","missing","Scaffolds","Broad Institute"
1408974,223606,"PRJNA223606",297219,302961,209222,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0124","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0124","UT0124","missing","Scaffolds","Broad Institute"
1408975,223607,"PRJNA223607",297218,302960,209132,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0017","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0017","UT0017","missing","Scaffolds","Broad Institute"
1417008,226758,"PRJNA226758",294772,300644,207636,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0004","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0004","KT-0004","missing","Scaffolds","Broad Institute"
1417009,226759,"PRJNA226759",294771,300643,207641,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0010","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0010","KT-0010","missing","Scaffolds","Broad Institute"
1417010,226760,"PRJNA226760",294770,300642,207643,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0012","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0012","KT-0012","missing","Scaffolds","Broad Institute"
1417012,226762,"PRJNA226762",294768,300640,207651,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0020","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0020","KT-0020","missing","Scaffolds","Broad Institute"
1417013,226763,"PRJNA226763",294767,300639,207655,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0025","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0025","KT-0025","missing","Scaffolds","Broad Institute"
1417014,226764,"PRJNA226764",294766,300638,207659,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0029","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0029","KT-0029","missing","Scaffolds","Broad Institute"
1417015,226765,"PRJNA226765",294765,300637,207661,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0031","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0031","KT-0031","missing","Scaffolds","Broad Institute"
